canonical_smiles,assay_id,description,assay_type,year,standard_value,standard_units,activity_comment,doc_id
C[C@H]1CC2(CCN(c3ccc(C(=O)N4CCC(CN5Cc6cc7c(cc6C5)C(=O)N(C5CCC(=O)NC5=O)C7=O)CC4)cc3)CC2)CN1c1ccc(C#N)c(Cl)c1,2356697,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2023,0.07,10^-6 cm/s,,CHEMBL5365467
Cc1cnc(Nc2cccc(S(C)(=O)=O)c2F)nc1-c1c[nH]c2c(NC(=O)[C@@H](C)N3CCN(C)CC3)cccc12,2358060,Apparent permeability of compound across apical to basolateral side in human Caco-2 cells at pH 7.4,A,2023,4.5,10^-6 cm/s,,CHEMBL5365521
CC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3C)c[nH]c12)N1CCN(C)CC1,2358060,Apparent permeability of compound across apical to basolateral side in human Caco-2 cells at pH 7.4,A,2023,2.7,10^-6 cm/s,,CHEMBL5365521
COC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3C)c[nH]c12)N1CCN(C)CC1,2358060,Apparent permeability of compound across apical to basolateral side in human Caco-2 cells at pH 7.4,A,2023,2.3,10^-6 cm/s,,CHEMBL5365521
COC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3F)c[nH]c12)N1CCN(C)CC1,2358060,Apparent permeability of compound across apical to basolateral side in human Caco-2 cells at pH 7.4,A,2023,2.7,10^-6 cm/s,,CHEMBL5365521
OB1ON=Cc2ccccc21,2358433,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM measured for 90 mins by LC-MS/MS analysis,A,2023,33.0,10^-6 cm/s,,CHEMBL5365528
OB1NN=Cc2ccccc21,2358433,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM measured for 90 mins by LC-MS/MS analysis,A,2023,30.1,10^-6 cm/s,,CHEMBL5365528
OB1ON=C(c2ccccc2)c2ccccc21,2358433,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM measured for 90 mins by LC-MS/MS analysis,A,2023,34.5,10^-6 cm/s,,CHEMBL5365528
OB1NN=C(c2ccccc2)c2ccccc21,2358433,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM measured for 90 mins by LC-MS/MS analysis,A,2023,26.9,10^-6 cm/s,,CHEMBL5365528
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,2358433,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM measured for 90 mins by LC-MS/MS analysis,A,2023,1.0,10^-6 cm/s,,CHEMBL5365528
CC(C)NCC(O)COc1cccc2ccccc12,2358433,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM measured for 90 mins by LC-MS/MS analysis,A,2023,3.4,10^-6 cm/s,,CHEMBL5365528
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,2358433,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM measured for 90 mins by LC-MS/MS analysis,A,2023,0.2,10^-6 cm/s,,CHEMBL5365528
OB1ON=Cc2ccccc21,2358434,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM measured for 90 mins by LC-MS/MS analysis,A,2023,4.4,10^-6 cm/s,,CHEMBL5365528
OB1NN=Cc2ccccc21,2358434,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM measured for 90 mins by LC-MS/MS analysis,A,2023,30.6,10^-6 cm/s,,CHEMBL5365528
OB1ON=C(c2ccccc2)c2ccccc21,2358434,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM measured for 90 mins by LC-MS/MS analysis,A,2023,4.0,10^-6 cm/s,,CHEMBL5365528
OB1NN=C(c2ccccc2)c2ccccc21,2358434,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM measured for 90 mins by LC-MS/MS analysis,A,2023,22.1,10^-6 cm/s,,CHEMBL5365528
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,2358434,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM measured for 90 mins by LC-MS/MS analysis,A,2023,13.1,10^-6 cm/s,,CHEMBL5365528
O=C(O)CC[C@H]1CCN(c2nc(N3CC[C@@H]3C(F)(F)F)nc3c2CCC3(F)F)C1,2358743,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,5.14,10^-6 cm/s,,CHEMBL5365534
C[C@H]1CCN1c1nc(N2CC[C@H](OCC(=O)O)C2)c2c(n1)C(F)(F)CC2,2358743,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,0.23,10^-6 cm/s,,CHEMBL5365534
C[C@H]1CCN1c1nc(N2CC[C@H](CCC(=O)O)C2)c2c(n1)C(F)(F)CC2,2358743,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,3.64,10^-6 cm/s,,CHEMBL5365534
C[C@H]1CCN1c1nc(N2CC[C@H](CC(=O)O)C2)c2c(n1)C(F)(F)CC2,2358743,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,1.47,10^-6 cm/s,,CHEMBL5365534
C[C@H]1CCN1c1nc(N2C[C@H]3CC[C@H](C(=O)O)[C@H]3C2)c2c(n1)C(F)(F)CC2,2358743,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,6.13,10^-6 cm/s,,CHEMBL5365534
C[C@H]1CCN1c1nc(N2C[C@H]3CC[C@H](C(=O)O)[C@H]3C2)cc(C(F)(F)F)c1C#N,2358743,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,18.31,10^-6 cm/s,,CHEMBL5365534
C[C@H]1CCN1c1nc(N2CCC3(CC(C(=O)O)C3)C2)cc(C(F)(F)F)c1C#N,2358743,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,18.92,10^-6 cm/s,,CHEMBL5365534
C[C@H]1CCN1c1nc(N2CCC3(CC3C(=O)O)C2)cc(C(F)(F)F)c1C#N,2358743,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,16.16,10^-6 cm/s,,CHEMBL5365534
C[C@H]1CCN1c1nc(N2CC(CC(=O)O)C(F)(F)C2)cc(C(F)(F)F)c1C#N,2358743,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,10.91,10^-6 cm/s,,CHEMBL5365534
C[C@H]1CCN1c1nc(N2C[C@@H](CC(=O)O)[C@H](O)C2)cc(C(F)(F)F)c1C#N,2358743,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,0.09,10^-6 cm/s,,CHEMBL5365534
C[C@H]1CCN1c1nc(N2C[C@@H]3[C@@H](CC(=O)O)[C@@H]3C2)cc(C(F)(F)F)n1,2358743,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,24.09,10^-6 cm/s,,CHEMBL5365534
Cc1cc(-c2ccc3ncn(Cc4ccccc4)c3c2)cn(C)c1=O,2360845,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2023,24.0,10^-6 cm/s,,CHEMBL5370578
Cc1cc(-c2ccc3[nH]c(=O)n(Cc4ccccc4)c3c2)cn(C)c1=O,2360845,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2023,5.9,10^-6 cm/s,,CHEMBL5370578
CCS(=O)(=O)Cc1cc(-c2cc(C)c(=O)n(C)c2)cc2c1[nH]c(=O)n2Cc1ccccc1,2360845,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2023,0.02,10^-6 cm/s,,CHEMBL5370578
CCS(=O)(=O)Nc1cc(-c2cc(C)c(=O)n(C)c2)cc2c1[nH]c(=O)n2Cc1ccccc1,2360845,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2023,0.05,10^-6 cm/s,,CHEMBL5370578
CCS(=O)(=O)NCc1cc(-c2cc(C)c(=O)n(C)c2)cc2c1[nH]c(=O)n2Cc1ccccc1,2360845,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2023,0.11,10^-6 cm/s,,CHEMBL5370578
Cc1cc(-c2ccc3c(c2)n(Cc2ccccc2)c(=O)n3C)cn(C)c1=O,2360845,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2023,21.0,10^-6 cm/s,,CHEMBL5370578
Cc1cc(-c2ccc3c(c2)n(Cc2ccccc2)c(=O)n3C(C)C)cn(C)c1=O,2360845,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2023,14.0,10^-6 cm/s,,CHEMBL5370578
CCS(=O)(=O)Cc1cc(-c2cc(C)c(=O)n(C)c2)cc2c1n(C)c(=O)n2Cc1ccccc1,2360845,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2023,0.06,10^-6 cm/s,,CHEMBL5370578
CCS(=O)(=O)NCc1cc(-c2cc(C)c(=O)n(C)c2)cc2c1n(C)c(=O)n2Cc1ccccc1,2360845,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2023,0.03,10^-6 cm/s,,CHEMBL5370578
Cc1cc(-c2cc3c4c(c2)n(Cc2ccccc2)c(=O)n4CCO3)cn(C)c1=O,2360845,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2023,12.0,10^-6 cm/s,,CHEMBL5370578
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3c(n1)CCCC3)n2Cc1ccccc1,2363550,Apparent permeability across apical to basal side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,9.3,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(C)sc3n1)n2Cc1ccccc1,2363550,Apparent permeability across apical to basal side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,24.7,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(Cl)sc3n1)n2Cc1ccccc1,2363550,Apparent permeability across apical to basal side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,29.4,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3ccccc3n1)n2Cc1ccc(-c2ccn(C)n2)cc1,2363550,Apparent permeability across apical to basal side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,2.3,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(Cl)sc3n1)n2Cc1ccc(-c2ccn(C)n2)cc1,2363550,Apparent permeability across apical to basal side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,4.9,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(C)sc3n1)n2CC1COC1,2363550,Apparent permeability across apical to basal side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,0.14,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(Cl)sc3n1)n2CC1COC1,2363550,Apparent permeability across apical to basal side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,0.26,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(C)sc3n1)n2CC1CC1,2363550,Apparent permeability across apical to basal side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,1.29,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3c(n1)CCCC3)n2Cc1ccccc1,2363551,Apparent permeability across basal to apical side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,5.7,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(C)sc3n1)n2Cc1ccccc1,2363551,Apparent permeability across basal to apical side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,53.9,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(Cl)sc3n1)n2Cc1ccccc1,2363551,Apparent permeability across basal to apical side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,47.7,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3ccccc3n1)n2Cc1ccc(-c2ccn(C)n2)cc1,2363551,Apparent permeability across basal to apical side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,46.3,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(Cl)sc3n1)n2Cc1ccc(-c2ccn(C)n2)cc1,2363551,Apparent permeability across basal to apical side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,59.9,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(C)sc3n1)n2CC1COC1,2363551,Apparent permeability across basal to apical side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,23.0,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(Cl)sc3n1)n2CC1COC1,2363551,Apparent permeability across basal to apical side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,29.0,10^-6 cm/s,,CHEMBL5370659
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(C)sc3n1)n2CC1CC1,2363551,Apparent permeability across basal to apical side in human Caco-2 cells at pH 6.5/7.4 measured at 5 uM by LC-MS/MS analysis,A,2023,57.0,10^-6 cm/s,,CHEMBL5370659
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,2364281,Apparent permeability across apical to basolateral side in human Caco-2 cells at 5 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,0.9,10^-6 cm/s,,CHEMBL5370690
COc1cc(Nc2c(C#N)cnc3cc(OCCON4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,2364281,Apparent permeability across apical to basolateral side in human Caco-2 cells at 5 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,1.1,10^-6 cm/s,,CHEMBL5370690
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,2364282,Apparent permeability across basolateral to apical side in human Caco-2 cells at 5 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,10.9,10^-6 cm/s,,CHEMBL5370690
COc1cc(Nc2c(C#N)cnc3cc(OCCON4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,2364282,Apparent permeability across basolateral to apical side in human Caco-2 cells at 5 uM incubated for 2 hrs by LC-MS/MS analysis,A,2023,4.0,10^-6 cm/s,,CHEMBL5370690
CSc1ccc(C(N)=O)cc1-c1ccc2c(cnn2C)c1,2364317,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells,A,2023,331.0,nm/s,,CHEMBL5370692
CSc1ccc(C(N)=O)cc1-c1ccc2c(cnn2C)c1,2364318,Apparent permeability of the compound across basolateral side to apical side in human Caco-2 cells,A,2023,394.0,nm/s,,CHEMBL5370692
CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,2364686,Apparent permeability across apical to basolateral side in human Caco-2 cells upto 50 uM,A,2023,84.2,10^-6 cm/s,,CHEMBL5375946
O=C(NCc1ccc2[nH]ccc2c1)N1CC(COc2ccc(C(F)(F)F)c(F)c2)C1,2365499,Apparent permeability in human Caco2 cells at 10 uM,A,2023,63.0,10^-6 cm/s,,CHEMBL5375957
COc1ncc(C(=O)N2CCN(C(=O)/C=C/c3ccc4c(c3)OC(F)(F)O4)CC2)cn1,2366820,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2023,19.6,10^-6 cm/s,,CHEMBL5375977
COc1ncc(C(=O)N2CCN(C(=O)/C=C/c3ccc4c(c3)OC(F)(F)O4)CC2)cn1,2366821,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2023,15.99,10^-6 cm/s,,CHEMBL5375977
CCOC(=O)Cc1csc(N/N=C(\C)CCC(=O)O)n1,2367285,Apparent permeability across apical to basolateral side in human Caco-2 cells measured after 30 to 180 mins by HPLC-MS analysis,A,2023,1.47,10^-6 cm/s,,CHEMBL5375986
CCOC(=O)Cc1csc(N/N=C(\C)CCC(=O)O)n1,2367286,Apparent permeability across apical to basolateral side in human Caco-2 cells measured after 30 to 180 mins in presence of verapamil by HPLC-MS analysis,A,2023,1.9,10^-6 cm/s,,CHEMBL5375986
CCOC(=O)Cc1csc(N/N=C(\C)CCC(=O)O)n1,2367287,Apparent permeability across basolateral to apical side in human Caco-2 cells measured after 30 to 180 mins by HPLC-MS analysis,A,2023,5.26,10^-6 cm/s,,CHEMBL5375986
CCOC(=O)Cc1csc(N/N=C(\C)CCC(=O)O)n1,2367288,Apparent permeability across basolateral to apical side in human Caco-2 cells measured after 30 to 180 mins in presence of verapamil by HPLC-MS analysis,A,2023,4.99,10^-6 cm/s,,CHEMBL5375986
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNC(C)C,2369607,Apparent permeability in human Caco-2 cells apical to basolateral side,A,2023,21.0,10^-6 cm/s,,CHEMBL5380780
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCN1CCC1,2369607,Apparent permeability in human Caco-2 cells apical to basolateral side,A,2023,26.0,10^-6 cm/s,,CHEMBL5380780
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCN1CCCN(C)CC1,2369607,Apparent permeability in human Caco-2 cells apical to basolateral side,A,2023,18.0,10^-6 cm/s,,CHEMBL5380780
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNCCN(C)C,2369607,Apparent permeability in human Caco-2 cells apical to basolateral side,A,2023,10.0,10^-6 cm/s,,CHEMBL5380780
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNC1CCC(N(C)C)CC1,2369607,Apparent permeability in human Caco-2 cells apical to basolateral side,A,2023,0.63,10^-6 cm/s,,CHEMBL5380780
CN(C)CCNCCn1c2ccc(C(F)(F)F)cc2c2cc(C(F)(F)F)ccc21,2369607,Apparent permeability in human Caco-2 cells apical to basolateral side,A,2023,0.21,10^-6 cm/s,,CHEMBL5380780
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNC(C)C,2369608,Apparent permeability in human Caco-2 cells basolateral to apical side,A,2023,13.0,10^-6 cm/s,,CHEMBL5380780
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCN1CCC1,2369608,Apparent permeability in human Caco-2 cells basolateral to apical side,A,2023,25.0,10^-6 cm/s,,CHEMBL5380780
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCN1CCCN(C)CC1,2369608,Apparent permeability in human Caco-2 cells basolateral to apical side,A,2023,18.0,10^-6 cm/s,,CHEMBL5380780
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNCCN(C)C,2369608,Apparent permeability in human Caco-2 cells basolateral to apical side,A,2023,19.0,10^-6 cm/s,,CHEMBL5380780
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNC1CCC(N(C)C)CC1,2369608,Apparent permeability in human Caco-2 cells basolateral to apical side,A,2023,7.4,10^-6 cm/s,,CHEMBL5380780
CN(C)CCNCCn1c2ccc(C(F)(F)F)cc2c2cc(C(F)(F)F)ccc21,2369608,Apparent permeability in human Caco-2 cells basolateral to apical side,A,2023,1.7,10^-6 cm/s,,CHEMBL5380780
Cc1c(OCCNCCCF)ncc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1C[C@@H](C)C(=O)O,2369924,Apparent permeability in human Caco-2 cells from apical to basolateral at 10 uM,A,2023,2.0,10^-6 cm/s,,CHEMBL5380788
Cc1c(OCCNCCCF)ncc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1C[C@@H](C)C(=O)O,2369926,Apparent permeability in human Caco-2 cells from basolateral to apical at 10 uM,A,2023,0.76,10^-6 cm/s,,CHEMBL5380788
COCCOc1ccn2c(-c3cc(NCc4ccc(-c5cnn(C)c5)cc4)ncn3)cnc2c1,2370083,Apparent passive permeability of compound in human Caco-2 cells at 1 uM and measured after 2 hrs by LC-MS/MS analysis,A,2023,12.0,10^-6 cm/s,,CHEMBL5380790
COc1ccn2c(-c3cc(NCc4ccc(-c5cnn(C)n5)cc4)ncn3)cnc2c1,2370083,Apparent passive permeability of compound in human Caco-2 cells at 1 uM and measured after 2 hrs by LC-MS/MS analysis,A,2023,9.5,10^-6 cm/s,,CHEMBL5380790
COCCOc1ccn2c(-c3cc(NCc4ccc(-c5cnn(C)n5)cc4)ncn3)cnc2c1,2370083,Apparent passive permeability of compound in human Caco-2 cells at 1 uM and measured after 2 hrs by LC-MS/MS analysis,A,2023,6.4,10^-6 cm/s,,CHEMBL5380790
Cn1cc(-c2ccc(CNc3cc(-c4cnc5cc(OCCN6CCC(C)(C#N)CC6)ccn45)ncn3)cc2)cn1,2370083,Apparent passive permeability of compound in human Caco-2 cells at 1 uM and measured after 2 hrs by LC-MS/MS analysis,A,2023,3.1,10^-6 cm/s,,CHEMBL5380790
CN1CC(COc2ccn3c(-c4cc(NCc5ccc(-c6cnn(C)c6)cc5)ncn4)cnc3c2)C1,2370083,Apparent passive permeability of compound in human Caco-2 cells at 1 uM and measured after 2 hrs by LC-MS/MS analysis,A,2023,5.7,10^-6 cm/s,,CHEMBL5380790
Cn1cc(-c2ccc(CNc3cc(-c4cnc5cc(OCCN6CCCC6)ccn45)ncn3)cc2)cn1,2370083,Apparent passive permeability of compound in human Caco-2 cells at 1 uM and measured after 2 hrs by LC-MS/MS analysis,A,2023,12.0,10^-6 cm/s,,CHEMBL5380790
Cn1cc(-c2ccc(CNc3cc(-c4cnc5cc(OCCO)ccn45)ncn3)cc2)cn1,2370083,Apparent passive permeability of compound in human Caco-2 cells at 1 uM and measured after 2 hrs by LC-MS/MS analysis,A,2023,21.0,10^-6 cm/s,,CHEMBL5380790
Cn1cc(-c2ccc(CNc3cc(-c4cnc5cc(OCCN6CCn7nncc7C6)ccn45)ncn3)cc2)cn1,2370083,Apparent passive permeability of compound in human Caco-2 cells at 1 uM and measured after 2 hrs by LC-MS/MS analysis,A,2023,7.6,10^-6 cm/s,,CHEMBL5380790
Cn1cc(-c2ccc(CNc3cc(-c4cnc5cc(OCCCNC6COC6)ccn45)ncn3)cc2)cn1,2370083,Apparent passive permeability of compound in human Caco-2 cells at 1 uM and measured after 2 hrs by LC-MS/MS analysis,A,2023,9.5,10^-6 cm/s,,CHEMBL5380790
Cn1cc(-c2ccc(CNc3cc(-c4cnc5cc(OCCCN6CCC(C)(F)CC6)ccn45)ncn3)cc2)cn1,2370083,Apparent passive permeability of compound in human Caco-2 cells at 1 uM and measured after 2 hrs by LC-MS/MS analysis,A,2023,1.8,10^-6 cm/s,,CHEMBL5380790
Cc1nc(-c2ccc(CNc3cc(-c4cnc5cc(OCCN6CCC(=O)N(C)CC6)ccn45)ncn3)cc2)co1,2370083,Apparent passive permeability of compound in human Caco-2 cells at 1 uM and measured after 2 hrs by LC-MS/MS analysis,A,2023,7.6,10^-6 cm/s,,CHEMBL5380790
Cn1cc(-c2ccc(CNc3cc(-c4cnc5cc(OCCCN6CCCC6)ccn45)ncn3)cc2)cn1,2370083,Apparent passive permeability of compound in human Caco-2 cells at 1 uM and measured after 2 hrs by LC-MS/MS analysis,A,2023,5.7,10^-6 cm/s,,CHEMBL5380790
Cc1cc(Nc2nc(NCc3ccc(Cl)c(C(=O)Nc4cc(F)ccc4F)c3)nc3c2cnn3C(C)C)n[nH]1,2370287,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM,A,2023,0.222,10^-6 cm/s,,CHEMBL5380792
Cc1cc(Nc2nc(NCc3ccc(Cl)c(C(=O)Nc4cc(F)ccc4F)c3)nc3c2cnn3C(C)C)n[nH]1,2370288,Apparent permeability across basolateral to apical side in human Caco-2 cells at 10 uM,A,2023,10.1,10^-6 cm/s,,CHEMBL5380792
Cc1cc(S(=O)(=O)N[C@H](C)C2CCN(C)CC2)ccc1NC(=O)c1ccccc1C,2372459,Apparent permeability of compound across apical to basal side in human Caco2 cells at 10 uM incubated for 120 mins by LC-MS/MS analysis,A,2023,3.7,10^-6 cm/s,,CHEMBL5380842
Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)N[C@H](C)C2CCN(C)CC2)c2ccccc12,2372459,Apparent permeability of compound across apical to basal side in human Caco2 cells at 10 uM incubated for 120 mins by LC-MS/MS analysis,A,2023,1.3,10^-6 cm/s,,CHEMBL5380842
CCc1cc(S(=O)(=O)N[C@H](C)C2CCN(C)CC2)ccc1NC(=O)c1ccccc1C,2372459,Apparent permeability of compound across apical to basal side in human Caco2 cells at 10 uM incubated for 120 mins by LC-MS/MS analysis,A,2023,1.5,10^-6 cm/s,,CHEMBL5380842
Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)N[C@H](C)C2CCN(C)CC2)cc1C#N,2372459,Apparent permeability of compound across apical to basal side in human Caco2 cells at 10 uM incubated for 120 mins by LC-MS/MS analysis,A,2023,0.2,10^-6 cm/s,,CHEMBL5380842
