canonical_smiles,assay_id,description,assay_type,year,standard_value,standard_units,activity_comment,doc_id
Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2,2156389,Apparent permeability across apical to basolateral membrane in human Caco-2 cells,A,2022,15.74,10^-6 cm/s,,CHEMBL5038628
Cc1ccc(NC(=O)c2cc(C(F)(F)F)cnn2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2,2156389,Apparent permeability across apical to basolateral membrane in human Caco-2 cells,A,2022,42.32,10^-6 cm/s,,CHEMBL5038628
Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2,2156390,Apparent permeability across basolateral to apical membrane in human Caco-2 cells,A,2022,39.84,10^-6 cm/s,,CHEMBL5038628
Cc1ccc(NC(=O)c2cc(C(F)(F)F)cnn2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2,2156390,Apparent permeability across basolateral to apical membrane in human Caco-2 cells,A,2022,43.49,10^-6 cm/s,,CHEMBL5038628
OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,2156604,Permeability coefficient across apical to basolateral side in human Caco-2 cells by HPLC-UV analysis,A,2022,2.71,10^-6 cm/s,,CHEMBL5038635
COc1ccc(Cc2ccccc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,2156604,Permeability coefficient across apical to basolateral side in human Caco-2 cells by HPLC-UV analysis,A,2022,1.75,10^-6 cm/s,,CHEMBL5038635
COc1ccc(Cc2cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,2156604,Permeability coefficient across apical to basolateral side in human Caco-2 cells by HPLC-UV analysis,A,2022,1.04,10^-6 cm/s,,CHEMBL5038635
COc1ccc(Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)cc1,2156604,Permeability coefficient across apical to basolateral side in human Caco-2 cells by HPLC-UV analysis,A,2022,1.68,10^-6 cm/s,,CHEMBL5038635
OC[C@H]1O[C@@H](Oc2ccc(Cc3ccc(O)cc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,2156604,Permeability coefficient across apical to basolateral side in human Caco-2 cells by HPLC-UV analysis,A,2022,1.3,10^-6 cm/s,,CHEMBL5038635
OC[C@H]1O[C@@H](Oc2ccc(Cc3ccc(O)c(O)c3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,2156604,Permeability coefficient across apical to basolateral side in human Caco-2 cells by HPLC-UV analysis,A,2022,2.34,10^-6 cm/s,,CHEMBL5038635
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,2156604,Permeability coefficient across apical to basolateral side in human Caco-2 cells by HPLC-UV analysis,A,2022,0.35,10^-6 cm/s,,CHEMBL5038635
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,2156604,Permeability coefficient across apical to basolateral side in human Caco-2 cells by HPLC-UV analysis,A,2022,1.33,10^-6 cm/s,,CHEMBL5038635
OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,2156605,Permeability coefficient across basolateral to apical side in human Caco-2 cells by HPLC-UV analysis,A,2022,2.95,10^-6 cm/s,,CHEMBL5038635
COc1ccc(Cc2ccccc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,2156605,Permeability coefficient across basolateral to apical side in human Caco-2 cells by HPLC-UV analysis,A,2022,1.82,10^-6 cm/s,,CHEMBL5038635
COc1ccc(Cc2cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,2156605,Permeability coefficient across basolateral to apical side in human Caco-2 cells by HPLC-UV analysis,A,2022,1.11,10^-6 cm/s,,CHEMBL5038635
COc1ccc(Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)cc1,2156605,Permeability coefficient across basolateral to apical side in human Caco-2 cells by HPLC-UV analysis,A,2022,1.78,10^-6 cm/s,,CHEMBL5038635
OC[C@H]1O[C@@H](Oc2ccc(Cc3ccc(O)cc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,2156605,Permeability coefficient across basolateral to apical side in human Caco-2 cells by HPLC-UV analysis,A,2022,1.42,10^-6 cm/s,,CHEMBL5038635
OC[C@H]1O[C@@H](Oc2ccc(Cc3ccc(O)c(O)c3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,2156605,Permeability coefficient across basolateral to apical side in human Caco-2 cells by HPLC-UV analysis,A,2022,2.69,10^-6 cm/s,,CHEMBL5038635
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,2156605,Permeability coefficient across basolateral to apical side in human Caco-2 cells by HPLC-UV analysis,A,2022,14.7,10^-6 cm/s,,CHEMBL5038635
CCNC(=N)NC(=O)Nc1c(CC)cccc1CC,2157009,Apparent permeability across apical to basolateral side in human Caco2/TC7 cells at pH 7.4 measured after 120 mins by LC-MS/MS analysis,A,2022,40.0,nm/s,,CHEMBL5038650
CCNC(=N)NC(=O)Nc1c(CC)cc(C(=O)NC(C)C)cc1CC,2157009,Apparent permeability across apical to basolateral side in human Caco2/TC7 cells at pH 7.4 measured after 120 mins by LC-MS/MS analysis,A,2022,1.1,nm/s,,CHEMBL5038650
CCNC(=N)NC(=O)Nc1c(CC)cc(NS(=O)(=O)c2ccccc2)cc1CC,2157009,Apparent permeability across apical to basolateral side in human Caco2/TC7 cells at pH 7.4 measured after 120 mins by LC-MS/MS analysis,A,2022,1.4,nm/s,,CHEMBL5038650
CCNC(=N)NC(=O)Nc1c(CC)cc(S(=O)(=O)NCC)cc1CC,2157009,Apparent permeability across apical to basolateral side in human Caco2/TC7 cells at pH 7.4 measured after 120 mins by LC-MS/MS analysis,A,2022,1.3,nm/s,,CHEMBL5038650
CCNC(=N)NC(=O)Nc1c(CC)cccc1CC,2157011,Apparent permeability across apical to basolateral side in human Caco2/TC7 cells at pH 7.4 measured after 120 mins in presence of elacridar by LC-MS/MS analysis,A,2022,87.0,nm/s,,CHEMBL5038650
CCNC(=N)NC(=O)Nc1c(CC)cc(C(=O)NC(C)C)cc1CC,2157011,Apparent permeability across apical to basolateral side in human Caco2/TC7 cells at pH 7.4 measured after 120 mins in presence of elacridar by LC-MS/MS analysis,A,2022,13.0,nm/s,,CHEMBL5038650
CCNC(=N)NC(=O)Nc1c(CC)cc(NS(=O)(=O)c2ccccc2)cc1CC,2157011,Apparent permeability across apical to basolateral side in human Caco2/TC7 cells at pH 7.4 measured after 120 mins in presence of elacridar by LC-MS/MS analysis,A,2022,31.0,nm/s,,CHEMBL5038650
CCNC(=N)NC(=O)Nc1c(CC)cc(S(=O)(=O)NCC)cc1CC,2157011,Apparent permeability across apical to basolateral side in human Caco2/TC7 cells at pH 7.4 measured after 120 mins in presence of elacridar by LC-MS/MS analysis,A,2022,19.0,nm/s,,CHEMBL5038650
CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOCCOCCOC45CC6CC(CC(C6)C4)C5)cc3s2)cc1,2157672,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM,A,2022,0.098,10^-6 cm/s,,CHEMBL5038672
CCCCCC(CCCCC)OCCOCCOCCOCCOc1ccc2nc(/N=N/c3ccc(N(C)C)cc3)sc2c1,2157672,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM,A,2022,2.46,10^-6 cm/s,,CHEMBL5038672
CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOCCOCCOC45CC6CC7C8CC(CC74)CC5C8C6)cc3s2)cc1,2157672,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM,A,2022,5.32,10^-6 cm/s,,CHEMBL5038672
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)NCCOCCOCCOc1ccc2nc(/N=N/c3ccc(N(C)C)cc3)sc2c1,2157672,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM,A,2022,1.03,10^-6 cm/s,,CHEMBL5038672
CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOCCOCCOC45CC6CC(CC(C6)C4)C5)cc3s2)cc1,2157677,Apparent permeability across basolateral to apical side in human Caco-2 cells at 10 uM,A,2022,0.118,10^-6 cm/s,,CHEMBL5038672
CCCCCC(CCCCC)OCCOCCOCCOCCOc1ccc2nc(/N=N/c3ccc(N(C)C)cc3)sc2c1,2157677,Apparent permeability across basolateral to apical side in human Caco-2 cells at 10 uM,A,2022,0.241,10^-6 cm/s,,CHEMBL5038672
CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOC45CC6CC(CC(C6)C4)C5)cc3s2)cc1,2157677,Apparent permeability across basolateral to apical side in human Caco-2 cells at 10 uM,A,2022,4.71,10^-6 cm/s,,CHEMBL5038672
CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOCCOCCOC45CC6CC7C8CC(CC74)CC5C8C6)cc3s2)cc1,2157677,Apparent permeability across basolateral to apical side in human Caco-2 cells at 10 uM,A,2022,1.25,10^-6 cm/s,,CHEMBL5038672
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)NCCOCCOCCOc1ccc2nc(/N=N/c3ccc(N(C)C)cc3)sc2c1,2157677,Apparent permeability across basolateral to apical side in human Caco-2 cells at 10 uM,A,2022,0.196,10^-6 cm/s,,CHEMBL5038672
COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)c3nc4ccccc4s3)cc12,2158288,Apparent permeability in human Caco-2 monolayer cells at 1 uM and measured upto 120 mins by LC-MS/MS analysis,A,2022,18.9,10^-6 cm/s,,CHEMBL5042480
Cn1cc(Nc2nccc(-c3ccc4c(c3)CN(C3COC3)CC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,2158562,Apparent permeability across apical to basolateral side in human Caco2 cells,A,2022,1.78,10^-6 cm/s,,CHEMBL5042486
Cn1cc(Nc2nccc(-c3ccc4c(c3)CN(C3COC3)CC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,2158565,Apparent permeability across basolateral to apical side in human Caco2 cells,A,2022,37.6,10^-6 cm/s,,CHEMBL5042486
COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,2158629,Apparent permeability across apical to basal membrane in human Caco-2 cells,A,2022,4.4,10^-6 cm/s,,CHEMBL5042488
c1ccc([C@]2(CCNCc3scc4c3CCC4)CCO[C@]3(CCOC3)C2)nc1,2158629,Apparent permeability across apical to basal membrane in human Caco-2 cells,A,2022,2.4,10^-6 cm/s,,CHEMBL5042488
Fc1ccc([C@]2(CCNCc3cccc(Cl)c3)CCO[C@]3(CCOC3)C2)nc1,2158629,Apparent permeability across apical to basal membrane in human Caco-2 cells,A,2022,5.2,10^-6 cm/s,,CHEMBL5042488
CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1COC(=O)c2ccccc2CSC[C@H](C(=O)N(C)C)NC1=O,2160766,"Apparent permeability across human Caco2 monolayer cell in presence of cocktail inhibitors of efflux transporters quinidine, benzbromarone, and sulfasalazine",A,2022,1.6,10^-6 cm/s,,CHEMBL5042541
CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1COC(=O)c2cccc(-c3ccc(C(=O)O)cc3)c2CSC[C@H](C(=O)N(C)C)NC1=O,2160768,Apparent permeability across apical to basolateral membrane in human Caco2 cells,A,2022,0.16,10^-6 cm/s,,CHEMBL5042541
CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1COC(=O)c2cccc(-c3cc(C)c(C(=O)O)c(C)c3)c2CSC[C@H](C(=O)N(C)C)NC1=O,2160768,Apparent permeability across apical to basolateral membrane in human Caco2 cells,A,2022,0.19,10^-6 cm/s,,CHEMBL5042541
CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1COC(=O)c2cccc(-c3cc(F)c(C(=O)O)c(F)c3)c2CSC[C@H](C(=O)N(C)C)NC1=O,2160768,Apparent permeability across apical to basolateral membrane in human Caco2 cells,A,2022,0.18,10^-6 cm/s,,CHEMBL5042541
CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1COC(=O)c2ccccc2CSC[C@H](C(=O)N(C)C)NC1=O,2160768,Apparent permeability across apical to basolateral membrane in human Caco2 cells,A,2022,0.19,10^-6 cm/s,,CHEMBL5042541
FC(F)(F)c1ccccc1-c1nc(NCc2cccs2)c2ccccc2n1,2161058,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM after 60 mins by mass spectrometry,A,2022,6.4,10^-6 cm/s,,CHEMBL5042546
FC(F)(F)c1ccccc1-c1nc(NCc2ccccn2)c2ccccc2n1,2161058,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM after 60 mins by mass spectrometry,A,2022,85.0,10^-6 cm/s,,CHEMBL5042546
CC(C)c1ccccc1-c1nc(NCc2ccccn2)c2ccccc2n1,2161058,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM after 60 mins by mass spectrometry,A,2022,91.0,10^-6 cm/s,,CHEMBL5042546
Cc1cnc(-c2ccccc2C(F)(F)F)nc1NCc1ccccn1,2161058,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM after 60 mins by mass spectrometry,A,2022,106.0,10^-6 cm/s,,CHEMBL5042546
FC(F)(F)c1ccccc1-c1nc(NCc2ccccn2)c2cccnc2n1,2161058,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM after 60 mins by mass spectrometry,A,2022,146.0,10^-6 cm/s,,CHEMBL5042546
CC(C)c1ccccc1-c1nc(NCc2ccccn2)c2c(ccn2C)n1,2161058,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM after 60 mins by mass spectrometry,A,2022,122.0,10^-6 cm/s,,CHEMBL5042546
CN(C)C1CN(Cc2ccc(NC(=O)c3ccc(OCCCl)c([N+](=O)[O-])c3)cc2C(F)(F)F)C1,2162412,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,1.25,10^-6 cm/s,,CHEMBL5046236
Cc1c(C)c2ccc(OCC3CCN(CCCC(F)F)CC3)cc2oc1=O,2164313,Apparent permeability across basolateral to apical side in human Caco-2 cells at 10 uM incubated for 60 mins by HPLC-MS/MS method,A,2022,1.6,10^-5cm/s,,CHEMBL5046285
CN(CCCC(F)F)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,2164313,Apparent permeability across basolateral to apical side in human Caco-2 cells at 10 uM incubated for 60 mins by HPLC-MS/MS method,A,2022,1.6,10^-5cm/s,,CHEMBL5046285
Cc1c(C)c2ccc(OCC3CCN(CCCO)CC3)cc2oc1=O,2164313,Apparent permeability across basolateral to apical side in human Caco-2 cells at 10 uM incubated for 60 mins by HPLC-MS/MS method,A,2022,2.2,10^-5cm/s,,CHEMBL5046285
Cc1c(C)c2ccc(OCC3CCN(Cc4ccccc4)CC3)cc2oc1=O,2164313,Apparent permeability across basolateral to apical side in human Caco-2 cells at 10 uM incubated for 60 mins by HPLC-MS/MS method,A,2022,1.2,10^-5cm/s,,CHEMBL5046285
Cc1c(C)c2ccc(OCC3CCN(CCCC(F)F)CC3)cc2oc1=O,2164314,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 60 mins by HPLC-MS/MS method,A,2022,1.7,10^-5cm/s,,CHEMBL5046285
CN(CCCC(F)F)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,2164314,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 60 mins by HPLC-MS/MS method,A,2022,2.5,10^-5cm/s,,CHEMBL5046285
Cc1c(C)c2ccc(OCC3CCN(CCCO)CC3)cc2oc1=O,2164314,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 60 mins by HPLC-MS/MS method,A,2022,1.9,10^-5cm/s,,CHEMBL5046285
Cc1c(C)c2ccc(OCC3CCN(Cc4ccccc4)CC3)cc2oc1=O,2164314,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 60 mins by HPLC-MS/MS method,A,2022,0.7,10^-5cm/s,,CHEMBL5046285
Cl.O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccs1,2164696,Apparent permeability across apical to basolateral side in human Caco2 at 10 uM for 1 hr by HPLC-MS/MS analysis,A,2022,11.9,10^-6 cm/s,,CHEMBL5046295
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccncc1,2164696,Apparent permeability across apical to basolateral side in human Caco2 at 10 uM for 1 hr by HPLC-MS/MS analysis,A,2022,0.6,10^-6 cm/s,,CHEMBL5046295
Cl.O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccs1,2164713,Apparent permeability across basolateral to apical side in human Caco2 at 10 uM for 1 hr by HPLC-MS/MS analysis,A,2022,26.5,10^-6 cm/s,,CHEMBL5046295
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccncc1,2164713,Apparent permeability across basolateral to apical side in human Caco2 at 10 uM for 1 hr by HPLC-MS/MS analysis,A,2022,7.8,10^-6 cm/s,,CHEMBL5046295
c1ccc2oc(-c3csc(C4CCN(Cc5nc6ncccc6[nH]5)CC4)n3)cc2c1,2165287,Apparent permeability across apical to basolateral side in human Caco2 cells assessed as drug recovery at 2 uM and measured for 2 hrs by LC-MS/MS analysis,A,2022,92.0,nm/s,,CHEMBL5046307
c1ccc2oc(-c3csc(C4CCN(Cc5nc6cnccc6[nH]5)CC4)n3)cc2c1,2165287,Apparent permeability across apical to basolateral side in human Caco2 cells assessed as drug recovery at 2 uM and measured for 2 hrs by LC-MS/MS analysis,A,2022,77.0,nm/s,,CHEMBL5046307
O=C1NCCCCCn2cc(cn2)-c2cnc3ccc(cc3c2)CCn2nc(ccc2=O)-c2ccc1c(C(F)(F)F)c2,2188146,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS analysis,A,2022,0.29,10^-6 cm/s,,CHEMBL5096238
O=C1NCCCCn2cc(cn2)-c2cnc3ccc(cc3c2)CCn2nc(ccc2=O)-c2ccc1c(C(F)(F)F)c2,2188146,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS analysis,A,2022,0.53,10^-6 cm/s,,CHEMBL5096238
CNC(=O)c1cc(F)c(F)c(-c2cnc3cc(-c4cnn(C)c4)c(O[C@H]4CCOC4)nn23)c1,2188250,Apparent permeability in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,A,2022,5.7,10^-6 cm/s,,CHEMBL5096240
CNC(=O)c1cncc(-c2cnn3cc(-c4cnn(C)c4)c(OC4CCOC4)nc23)c1,2188250,Apparent permeability in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,A,2022,0.2,10^-6 cm/s,,CHEMBL5096240
CNC(=O)c1cncc(-c2cnn3cc(-c4cnn(C(C)C)c4)c(O[C@H]4CCOC4)nc23)c1,2188250,Apparent permeability in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,A,2022,1.5,10^-6 cm/s,,CHEMBL5096240
CCNC(=O)c1cncc(-c2cnn3cc(-c4cnn(CC)c4)c(O[C@H]4CCOC4)nc23)c1,2188250,Apparent permeability in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,A,2022,0.6,10^-6 cm/s,,CHEMBL5096240
[2H]C([2H])([2H])NC(=O)c1cncc(-c2cnn3cc(-c4cnn(C(C)C)c4)c(O[C@H]4CCOC4)nc23)c1,2188250,Apparent permeability in human Caco-2 cells at 50 uM incubated for 120 mins by LC-MS/MS analysis,A,2022,2.0,10^-6 cm/s,,CHEMBL5096240
OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O,2199431,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,0.07,10^-6 cm/s,,CHEMBL5108053
CCCCSC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O,2199431,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,0.06,10^-6 cm/s,,CHEMBL5108053
C[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O,2199431,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,0.07,10^-6 cm/s,,CHEMBL5108053
COc1cccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)c1,2199431,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,6.2,10^-6 cm/s,,CHEMBL5108053
Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1,2199431,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,30.0,10^-6 cm/s,,CHEMBL5108053
CC(=O)Nc1ccc(S[C@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1,2199431,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,0.5,10^-6 cm/s,,CHEMBL5108053
OC[C@H]1O[C@H](Sc2ccc(Cl)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,2199431,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,14.0,10^-6 cm/s,,CHEMBL5108053
N#Cc1ccc(S[C@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1Cl,2199431,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,5.0,10^-6 cm/s,,CHEMBL5108053
OC[C@H]1O[C@H](Sc2cncc(Br)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,2199431,Permeability of the compound across apical to basolateral membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,4.6,10^-6 cm/s,,CHEMBL5108053
OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O,2199432,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,0.05,10^-6 cm/s,,CHEMBL5108053
CCCCSC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O,2199432,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,1.7,10^-6 cm/s,,CHEMBL5108053
C[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O,2199432,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,0.11,10^-6 cm/s,,CHEMBL5108053
COC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](OC)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2OC)[C@H](OC)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1OC,2199432,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,56.0,10^-6 cm/s,,CHEMBL5108053
COC[C@H]1O[C@@H](S[C@@H]2O[C@H](COC)[C@H](OC)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2OC)[C@H](OC)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1OC,2199432,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,72.0,10^-6 cm/s,,CHEMBL5108053
CC(=O)Nc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1,2199432,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,3.9,10^-6 cm/s,,CHEMBL5108053
COc1cccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)c1,2199432,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,24.0,10^-6 cm/s,,CHEMBL5108053
Cc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1,2199432,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,29.0,10^-6 cm/s,,CHEMBL5108053
CC(=O)Nc1ccc(S[C@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1,2199432,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,13.0,10^-6 cm/s,,CHEMBL5108053
